tick, news, price
434, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.69 
436, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.76 
437, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.71 
439, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.8 
440, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.87 
442, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.92 
443, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.91 
445, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.87 
446, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.86 
448, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.89 
449, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.85 
451, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.82 
452, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.74 
454, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.61 
455, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.6 
457, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.49 
458, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.54 
460, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.58 
461, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.59 
463, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.75 
464, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.77 
466, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.8 
467, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.86 
469, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.72 
470, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.69 
472, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.53 
474, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.53 
475, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.6 
477, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.58 
478, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.53 
480, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.42 
481, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.38 
483, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.35 
484, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.3 
486, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.33 
487, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.32 
489, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.3 
490, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.39 
492, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.45 
493, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.51 
495, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.63 
496, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.62 
498, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.58 
499, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.58 
501, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.58 
502, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.67 
504, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.68 
505, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.65 
507, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.57 
508, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.61 
510, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.54 
511, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.45 
513, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.53 
514, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.54 
516, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.51 
517, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.57 
519, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.49 
520, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.49 
522, INFLATION SLOWS DOWN-Consumer prices up 0.21% for the past month. This is the slowest climb since last year., 98.48 
524, INFLATION SLOWS DOWN-Consumer prices up 0.21% for the past month. This is the slowest climb since last year., 98.54 
525, INFLATION SLOWS DOWN-Consumer prices up 0.21% for the past month. This is the slowest climb since last year., 98.49 
527, INFLATION SLOWS DOWN-Consumer prices up 0.21% for the past month. This is the slowest climb since last year., 98.49 
528, INFLATION SLOWS DOWN-Consumer prices up 0.21% for the past month. This is the slowest climb since last year., 98.53 
530, INFLATION SLOWS DOWN-Consumer prices up 0.21% for the past month. This is the slowest climb since last year., 98.57 
531, INFLATION SLOWS DOWN-Consumer prices up 0.21% for the past month. This is the slowest climb since last year., 98.59 
533, INFLATION SLOWS DOWN-Consumer prices up 0.21% for the past month. This is the slowest climb since last year., 98.6 
534, INFLATION SLOWS DOWN-Consumer prices up 0.21% for the past month. This is the slowest climb since last year., 98.59 
536, INFLATION SLOWS DOWN-Consumer prices up 0.21% for the past month. This is the slowest climb since last year., 98.71 
537, INFLATION SLOWS DOWN-Consumer prices up 0.21% for the past month. This is the slowest climb since last year., 98.8 
539, INFLATION SLOWS DOWN-Consumer prices up 0.21% for the past month. This is the slowest climb since last year., 98.67 
540, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 98.7 
542, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 98.76 
543, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 98.8 
545, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 98.81 
546, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 98.88 
548, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 98.81 
549, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 98.86 
551, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 98.85 
552, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 98.91 
554, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 98.94 
555, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 98.94 
557, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 99.1 
558, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 99.17 
560, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 99.28 
561, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 99.31 
563, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 99.32 
564, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 99.34 
566, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 99.42 
567, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 99.39 
569, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 99.41 
570, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 99.41 
572, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 99.39 
573, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 99.4 
575, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 99.31 
576, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 99.37 
578, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 99.43 
579, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 99.54 
581, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 99.56 
582, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 99.6 
584, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 99.52 
585, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 99.47 
587, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 99.5 
588, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 99.46 
590, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 99.34 
591, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 99.3 
593, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 99.29 
594, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 99.34 
596, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 99.36 
598, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 99.31 
599, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 99.36 
0, WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS-WEEK 8 CL ACTUAL DRAW 6 MLN BBLS VS FORECAST DRAW 4 MLN BBLS, 98.45 
